6.757435873555492378e+01	1.232201100698742806e+02	-9.908406770791232532e+01	-2.333822196421694173e+02	-1.482031578721578455e+02	-6.149762759701105352e+01	-2.639258981262144630e+02	-2.030804611925008274e+01	3.510486783086209073e+01	-1.327124466060882071e+02	3.742319097125257343e+01	-6.678599702988445586e+01
2.471076925631818426e+02	-3.509282340773171427e+02	1.750722379289497042e+02	-2.644777418037018037e+02	-5.525832533551160850e+02	-7.705090443535331701e+01	1.013346544376660177e+02	-1.729616288447750492e+02	-4.096310309091414581e+01	-1.244802372997685183e+02	1.414308419761118785e+02	-1.271506297963855872e+02
1.867764437172806424e+02	-3.647658216263026247e+02	2.349647340137098865e+02	2.830149542732303303e+02	-1.920241375008957050e+02	-2.834354388630907096e+01	4.132182371740408939e+02	-2.792128856172636233e+02	-2.578626499514047055e+02	1.180794049344685561e+02	-1.117968503031811167e+02	7.540087133411044817e+01
1.642313475287208462e+02	8.858485579711805258e+01	-9.876495820775092227e+01	-4.014604992079774775e+02	-4.048391643920604679e+02	-1.014261059712878392e+02	-1.725893831244505634e+02	3.863061016050527741e+01	-2.538487042014583039e+01	-3.067953810666485879e+02	2.908536627926821438e+02	-2.547342041372219512e+02
2.707481501590593780e+02	-2.319495308145991146e+02	2.501438880738627120e+02	-6.958383063764942733e+01	-5.168611520365747083e+02	-7.750450327800383832e+01	1.237896757794800067e+02	-2.992327869471950521e+02	-4.912021395734521434e+01	-4.201263268306713172e+01	2.750060243550775567e+02	-1.466298370475150818e+02
-4.259766757406068649e+01	-2.925942982808925308e+01	9.361503999784784469e+01	2.383456608988713867e+02	1.257655153471852998e+02	1.482280555098675379e+01	9.840270027288269716e+01	-5.089182860072168069e+01	3.024194119796148073e+01	2.214076575981405597e+02	-1.346626503440687372e+02	6.940516564897437490e+01
1.685054337147580270e+02	-1.756123365923351400e+02	1.052819751613277504e+02	1.797670247527394238e+01	-1.111752754409345556e+02	-2.123015084786829334e+02	1.789894530673259680e+02	-7.902724567709753956e+01	-3.001201538848656014e+02	-1.765767437705203804e+02	2.036108659221891060e+01	6.854611873210900796e+01
7.640284383036151894e+01	1.177217325634697573e+02	-6.852505574115481579e+01	-9.849953093748379018e+00	-8.057272619950671455e+00	-1.273454147494272632e+02	1.112733294009613871e+02	1.461900559066859557e+02	-2.199265553853268216e+02	-4.124700459269433281e+02	-1.579526554605844808e+02	-3.352551646165617427e+01
1.578873203863417984e+02	-5.180921166588392452e+02	3.223619940431443069e+02	4.316001179406030701e+02	-2.733794715060511749e+02	-1.005915051849274420e+02	5.306623486857640728e+02	-3.537513516579612087e+02	-1.985671202799612729e+02	2.608343086003451390e+02	-6.242658759608069374e+01	1.953900501868025685e+02
1.239594190565339602e+02	-3.978706524226365104e+02	3.090590636691941882e+02	3.300171952337198036e+02	-8.675559021546638405e+01	5.686677223679561166e+01	3.069959195467039308e+02	-1.974390847561291480e+02	8.446965877901031483e-01	3.479415695623933971e+02	1.147549985916910842e+01	1.409326574103414771e+02
1.335424201007841702e+02	2.130935740357159602e+02	-1.205762222184225863e+02	-4.666247806505660378e+02	-2.625493595025706668e+02	-8.899734027424462113e+01	-3.200854876242607361e+02	-1.810873045166162854e+01	-1.800731609085786431e+02	-3.693236415146448621e+02	1.376432925342993485e+02	-1.927733811995274209e+02
-2.287480583364065012e+02	2.077492069866924567e+02	-1.347896561809957561e+01	2.163434381914991320e+02	5.871974232200492452e+02	5.717002844192342081e+01	3.678490519454499719e+01	3.604158293690240953e+02	4.951779108807384233e+01	-2.616087279501925522e+01	-2.269529293323245156e+02	9.693303861736637828e+01
-9.290754170366095366e+01	-2.227908019420758379e+01	8.101197687731277597e+01	2.046314442618445355e+02	9.890526836755758211e+01	2.803120202446821452e+01	1.520856538538893119e+02	-6.448444798487767571e+01	2.867872879405449993e+01	1.731426812309175318e+02	-1.425970444727238089e+02	1.321771210990218890e+02
2.528467909671546749e+02	-4.531630313980915616e+02	1.890294953108796960e+02	9.198710470791761296e+00	-4.496115885828243108e+02	-7.294274950251602263e+01	1.970625688470650800e+02	-2.764026601584329796e+02	7.642096299824494565e+01	8.588850197334950565e+01	1.617778444697286204e+02	3.321118411409624827e+01
-1.118722330298184318e+02	2.178543491598753405e+02	-1.579667790383754777e+02	1.210096229762552156e+02	4.698485223645492965e+02	-5.921608260231354848e+01	2.023654613890402629e+02	1.730777297360986609e+02	-2.786031133786347596e+02	1.458430463323597381e+00	-3.028896585110187516e+02	7.193414821070079768e+01
1.671083398533374691e+02	-1.163633275951078332e+02	5.734036719719119901e+01	4.950401046560173057e+01	-1.245363592758087066e+02	-1.826599687762005146e+02	2.124762108156788258e+02	2.429249961352690779e+00	-2.658153244609125636e+02	-2.368727009213693009e+02	2.921093306527039957e+01	-9.810048626981624054e+00
